,age,education,marital-status,occupation,relationship,gender,hours-per-week,income,capital-margin,Private,Without-pay,gov,self-emp,Amer-Indian-Eskimo,Asian-Pac-Islander,Black,Other,White
21997,1,2,0,3,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21998,2,1,2,6,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21999,2,1,1,9,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22000,2,1,0,3,1,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22001,2,2,1,3,0,0,1,1,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22002,2,1,2,2,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22003,3,2,1,9,0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22004,1,1,1,2,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22005,2,1,0,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22006,1,2,0,11,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22007,2,1,2,0,1,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22008,1,1,0,11,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22009,2,1,2,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22010,3,1,1,11,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22011,3,2,1,2,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
22012,3,2,1,2,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22013,2,1,1,10,0,0,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22014,2,1,0,12,1,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22015,1,2,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22016,2,1,1,2,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22017,1,1,0,2,1,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22018,3,1,1,13,0,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22019,2,2,0,11,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22020,2,2,1,9,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22021,2,1,1,2,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22022,2,1,1,3,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22023,3,1,1,2,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22024,3,1,1,3,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22025,2,1,2,6,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22026,2,1,1,3,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22027,2,1,2,2,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22028,1,0,0,7,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22029,1,1,0,11,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22030,1,1,1,3,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22031,3,2,0,2,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22032,1,1,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
22033,3,1,1,4,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22034,1,1,0,7,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22035,2,3,1,9,0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22036,1,2,0,9,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22037,2,3,1,3,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22038,1,1,0,13,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22039,3,2,2,9,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22040,2,1,1,9,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22041,3,1,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22042,2,4,0,9,1,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22043,1,0,0,7,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22044,1,2,1,11,0,1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22045,3,3,2,3,1,1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22046,2,1,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
22047,3,3,1,9,0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22048,3,1,2,10,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22049,1,0,0,13,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22050,3,3,0,9,1,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22051,3,1,1,2,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22052,3,2,1,4,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22053,1,1,0,6,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22054,1,1,0,7,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22055,2,2,0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22056,1,1,0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22057,3,2,1,11,0,0,2,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22058,2,1,0,2,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22059,1,1,2,11,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22060,2,1,0,13,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22061,1,1,1,2,0,0,2,1,-1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
22062,1,1,0,3,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22063,1,0,0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22064,3,1,1,6,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22065,3,1,1,2,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22066,2,3,1,11,0,1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22067,2,1,0,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
22068,2,1,0,2,1,0,1,0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22069,3,1,2,2,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22070,3,2,2,9,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22071,3,1,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22072,2,1,0,2,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22073,2,1,1,11,0,0,1,1,-1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22074,2,1,1,11,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22075,2,2,1,3,0,0,1,1,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22076,2,1,2,6,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22077,1,1,0,11,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22078,3,3,2,9,1,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22079,3,3,1,3,0,0,1,1,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22080,3,1,2,11,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22081,2,2,0,10,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
22082,1,1,2,7,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22083,3,2,2,0,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22084,1,1,1,10,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22085,3,0,2,6,1,1,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22086,2,1,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
22087,3,1,2,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22088,2,1,2,12,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22089,2,1,1,4,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
22090,3,3,2,3,1,0,2,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22091,2,0,1,7,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22092,1,1,2,6,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22093,1,0,0,11,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22094,1,1,1,11,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22095,3,1,1,2,0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22096,1,1,1,6,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22097,1,1,2,7,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22098,1,1,1,2,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22099,3,2,2,10,1,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22100,2,0,1,7,0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22101,1,1,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22102,3,1,1,11,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22103,1,2,0,2,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22104,3,1,2,7,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22105,2,1,1,3,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22106,1,2,1,9,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22107,2,2,0,11,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22108,2,2,1,3,0,0,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22109,3,1,1,3,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22110,3,1,1,2,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22111,2,2,1,3,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22112,2,2,1,3,0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22113,2,1,1,3,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22114,3,1,2,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22115,2,1,2,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22116,1,1,1,13,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22117,2,1,1,6,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22118,1,1,0,11,1,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22119,2,1,1,13,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22120,2,4,0,9,1,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22121,1,1,2,2,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22122,3,2,0,3,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22123,2,1,2,2,1,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22124,1,1,0,11,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22125,1,1,1,3,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22126,3,0,1,2,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22127,3,1,1,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22128,2,1,0,9,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22129,1,1,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22130,2,2,0,12,1,1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22131,1,1,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22132,1,1,1,2,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22133,1,1,0,5,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22134,1,1,0,7,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22135,1,1,0,13,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22136,3,1,1,4,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22137,2,1,1,3,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22138,2,2,0,9,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22139,2,1,1,9,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22140,1,1,1,13,0,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22141,2,1,0,13,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22142,2,2,2,11,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22143,3,2,2,7,1,1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22144,1,1,0,5,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22145,2,1,1,7,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22146,1,1,0,7,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22147,1,1,0,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22148,2,1,0,7,1,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
22149,3,1,2,7,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22150,2,1,1,11,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22151,3,1,2,2,1,0,2,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22152,3,1,2,7,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22153,2,2,1,9,0,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22154,2,1,1,13,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22155,1,1,2,5,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22156,3,2,1,9,0,0,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22157,1,1,0,9,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22158,2,1,2,3,1,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22159,1,1,1,7,0,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22160,2,2,1,3,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22161,3,1,2,3,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22162,1,1,1,6,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22163,2,2,0,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22164,1,0,0,2,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22165,2,3,2,9,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
22166,3,1,2,6,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22167,1,1,0,7,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22168,2,1,2,6,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22169,1,1,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22170,3,1,2,11,1,0,1,0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22171,3,3,0,9,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22172,1,2,0,9,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22173,1,1,0,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22174,2,2,1,3,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22175,1,1,0,13,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22176,2,3,1,9,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22177,2,2,1,11,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22178,2,0,1,5,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22179,1,0,0,7,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22180,3,1,2,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22181,2,1,2,6,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22182,3,1,2,8,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22183,2,2,1,2,0,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22184,2,1,1,11,0,0,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22185,1,1,0,7,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22186,1,1,0,13,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22187,2,1,2,11,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22188,2,1,2,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22189,1,2,0,3,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22190,3,1,1,2,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22191,3,3,2,3,1,0,2,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22192,1,1,1,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22193,3,2,1,11,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22194,1,1,0,4,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22195,1,2,1,10,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
22196,3,1,1,8,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22197,3,2,1,9,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22198,3,1,1,11,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22199,1,1,2,11,1,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22200,1,1,0,11,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22201,2,3,1,3,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22202,2,1,0,11,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22203,2,1,1,6,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22204,1,1,0,5,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22205,2,0,2,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22206,1,0,0,11,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22207,3,2,0,8,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22208,3,2,2,9,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22209,2,2,1,9,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22210,1,1,0,5,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22211,2,2,1,9,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22212,2,1,0,6,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22213,2,0,1,11,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22214,1,1,0,2,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22215,2,1,0,7,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22216,1,1,2,11,1,0,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22217,3,1,1,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22218,2,1,1,9,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22219,1,1,2,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22220,2,0,1,2,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22221,1,1,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22222,1,1,0,2,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22223,3,0,2,5,1,0,1,1,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22224,1,1,1,2,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22225,1,1,0,7,1,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22226,3,1,1,10,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22227,2,1,1,3,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22228,2,1,2,5,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22229,1,2,0,7,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22230,3,1,1,7,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22231,2,4,0,9,1,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22232,3,1,2,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22233,2,0,1,2,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22234,2,1,0,5,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22235,2,2,1,9,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22236,2,1,1,4,0,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22237,1,2,0,9,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22238,2,2,1,11,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22239,3,1,1,13,0,0,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
